id,nombre_biblioteca,fecha_fundacion,mail,id_departamento
2729,Bib. Pop. D. F. Sarmiento,1958-04-18,bibliosalas@yahoo.com.ar,6469
1232,Bib.Pop. José Ingenieros,1926-08-06,,6469
3442,Bib.Pop. Fortín de la Cult. El triunfo,1980-01-01,,6469
1684,Bib.Pop. Bartolomé Mitre,1932-06-12,bibliobayauca@hotmail.com,6469
3622,Bib.Pop. San Manuel,1993-06-10,bibliopopularsanmanuel@gmail.com,6476
279,Bib.Pop. D.F.Sarmiento,1918-04-05,,6476
175,Bib.Pop. D.F.Sarmiento,1912-03-16,ccplbsarmiento@yahoo.com.ar,6483
3796,Bib.Pop. Héroes de Malvinas,1980-01-01,,6483
1193,Bib.Pop. Albino Capponi,1902-01-12,bibliocapponi@yahoo.com.ar,6483
122,Bib.Pop. Rivadavia,1920-12-27,,6483
4115,Bib.Pop. Julio Cortázar de Lomas Este,2002-12-06,bibjuliocortazar@yahoo.com.ar,6490
3865,Bib.Pop. Alfonsina Storni,1980-01-01,,6490
3149,Bib.Pop.Soc.Fom. Roberto Arlt,1980-01-01,,6490
173,Bib. Pop. Antonio Mentruyt,1900-05-02,bibliotecamentruytespectaculos@gmail.com,6490
3979,Bib. Pop. Leopoldo Marechal,1980-01-01,,6490
3754,Bib.Pop. San José,1980-01-01,bibliotecasanjose2000@yahoo.com.ar,6490
3404,Bib.Pop.E Inst.Cult. Juan María Gutierrez,1938-09-18,,6490
2401,Bib.Pop. Vicente Longhi,1980-01-01,bibliolonghi@hotmail.com,6490
3823,Bib.Pop. Tito Brandsma,1980-01-01,,6490
4196,Bib.Pop. Escritores Argentinos,1980-01-01,bipopu_argentinos07@yahoo.com.ar,6490
4008,Bib.Pop. San Juan,2000-08-16,bibliotecapopular_sanjuan@hotmail.com,6490
4121,Bib.Pop. de la ciudad,2003-01-25,bibliotecapopulardelaciudad@gmail.com,6490
3182,Bib. Obrera Jean Jaures,1918-03-29,,6497
3656,Bib.Pop. Ernesto Sábato,1996-05-25,,6497
4340,Bib.Pop. de Carlos Keen,2001-03-02,lecturaenck@gmail.com,6497
168,Bib. Pop.  Ameghino,1914-11-27,salonesbibliotecaameghino@gmail.com,6497
1257,Bib.Pop. Juan Bautista Alberdi,1926-05-10,bibliotecaopendoor@hotmail.com,6497
4219,Bib.Pop. Edmundo Girardengo,2008-04-07,bpegirardengo@gmail.com,6505
3351,Bib.Pop.Mun. Juan José Elizondo,1966-07-09,,6511
2931,Bib.Pop. William C.Morris,1975-04-01,bibwcm@yahoo.com.ar,6515
4262,Bib. Pop. El Cruce de Papel,2007-06-02,,6515
3668,Bib.Pop. Pablo Nogués,1998-06-13,monbe3@hotmail.com,6515
4151,La esperanza del Callao y Biblioteca Popular,1980-01-01,,6515
3785,Bib.Pop. de los Polvorines,1998-11-05,bibliotecapolvorines@gmail.com,6515
4241,Bib.Pop. José Ma. Viglietti,1977-10-05,bibliotecadepiran@yahoo.com.ar,6518
1998,Bib.Pop. Gral. San Martín,1936-09-12,bibliopop.gsm@gmail.com,6525
194,Bib.Pop. D.F.Sarmiento,,biblsarmiento_mercedes@hotmail.com,6532
3999,Bib. Pop. Ricardo Guiraldes,2000-10-20,info@bibliotecaguiraldes.com.ar,6539
3949,Bib.Pop. Génesis,1980-01-01,,6539
4199,Bib.Pop. Manuel Galvez,1980-01-01,,6539
3303,Bib.Pop. Perito Moreno,1991-01-24,,6539
3805,Asociación Cooperadora de la Biblioteca José Manuel Estrada de Abbott,1980-01-01,,6547
2662,Bib.Pop.Mun. Manuel Belgrano,1950-09-20,bp_manuelbelgrano@hotmail.com,6547
3315,Bib.Pop. Monte Hermoso,1980-01-01,,6553
4134,Bib. Pop. San José Obrero,1980-01-01,bibliotecasanjoseobrero@gmail.com,6560
4139,Bib.Pop. Vicky,2000-09-15,,6560
4040,Bib. Pop. Arturo Jauretche de El Palomar,2001-06-30,bibliotecajauretche@yahoo.com.ar,6560
2324,Bib.Pop. Juan Manuel Giufra,1945-02-04,bibliogiuffra@hotmail.com,6560
2673,Bib.Pop. Vicenta Castro Cambón,1954-01-24,bibliotecambon@live.com.ar,6560
4336,Bib.Pop. Almafuerte de Barrio Guemes,2008-06-20,bibliotkalmafuerte@gmail.com,6560
3944,Bib.Pop.Casa.Cult. Barrio Parque San Carlos,2000-09-17,,6560
4274,Bib.Pop. Parlante Sur,1999-12-02,biblioparlantesur@hotmail.com,6560
3049,Bib.Pop.Pub. Rosario Vera Peñaloza,1971-07-29,,6560
4106,Sociedad de fomento San Pedro y Biblioteca Popular OLEGARIO VICTOR ANDRADE,1958-06-20,,6560
1391,Bib.Pop. 9 de Julio,1929-07-21,,6560
3248,Bib.Pop. Horacio Quiroga,1980-01-01,bphoracioquiroga@hotmail.com,6560
2243,Bib.Pop. Mariano Moreno,1916-08-30,biblioteca@cbmm.com.ar,6560
2804,Bib.Pop. Ciudad de Paso del Rey,1958-08-06,bibliopop.pasodelrey@hotmail.es,6560
3886,Asoc.Civ.Bib.Pop. El Cobijo,2000-04-25,,6560
4003,Bib.Pop. El centro y los chicos,1980-01-01,,6560
3901,Asoc.y Bib.Pop. Juan Salvador Gaviota,1997-01-27,biblioteca_jsgaviota@hotmail.com,6568
3012,Bib.Pop. José Hernández,1964-03-22,,6568
195,Bib.Pop.Pub. José R. de Erenchun,1907-04-14,biberenchu@copesnet.com.ar,6574
3885,Bib. Pop. y Ctro. Cult. Almafuerte,1980-01-01,biblioalma@yahoo.com.ar,6574
1309,Bib.Pop. José M. Estrada,1926-04-03,joseestrada@arnet.com.ar.,6581
1710,Bib.Pop. D.F.Sarmiento,1932-09-11,,6581
2277,Bib.Pop.Pub. José Hernández,1980-01-01,,6581
3552,Bib. Pop. de Quequén,1980-01-01,biblioquequen@hotmail.com,6581
197,Bib.Pop. Andrés Ferreyra,1980-01-01,,6581
1850,Bib.Pop. José Ingenieros,1933-10-12,,6588
200,Bib.Pop. Anastasio Prieto,1980-01-01,,6588
202,Bib.Pop. Armando Collinet,1909-07-25,,6595
2371,Bib. Pop. Sierras Bayas,1948-04-25,bibliotecasb@yahoo.com.ar,6595
3939,Bib.Pop. Sierra Chica,1999-12-13,,6595
3889,Bib.Pop. 1 de Mayo,1980-01-01,,6595
4176,Bib.Pop. Coty Laborde,1980-01-01,,6595
4384,BP Del Otro Lado del Arbol,2021-08-23,delotroladodelarbolenolavarria@gmail.com,6595
3811,Bib.Pop. Independencia,1998-11-25,biblioindependencia@hotmail.com,6595
3652,Bib. Pop. Héctor N. Amoroso,1996-02-01,biblioteca_amoroso@yahoo.com.ar,6595
135,Bib.Pop. D.F.Sarmiento,1980-01-01,,6595
4371,Bib.Pop. Vecinal Don Helios Eseverri,2010-09-24,,6595
201,Bib.Pop. Ferroviaria M.Gandhi,1904-06-20,bibliotecaferroviaria@hotmail.com,6595
1246,Bib.Pop. Cervantes,1927-10-12,bibpopcervantes@yahoo.com.ar,6602
1633,Bib.Pop. D.F.Sarmiento,1931-12-03,,6609
2646,Bib.Pop. Nuestra Señora de Luján,1952-06-29,bibliotecamadero@live.com.ar,6609
3255,Bib.Pop. Dr. Dardo Rocha,1993-08-12,biblioteca3255@yahoo.com.ar,6609
215,Bib.Pop. Bernardino Rivadavia,1910-06-11,bibrivadavia@gmail.com,6609
2073,Bib.Pop. Bartolomé Mitre,1914-10-11,,6616
1452,Bib.Pop. José Manuel Estrada,1929-09-11,,6623
1743,Bib.Pop. Almafuerte,1926-12-01,bibliomo@hotmail.com,6623
213,Bib.Pop.Pub.Mun. Dr. Menéndez,1900-10-19,bibliotecamenendez@yahoo.com.ar,6623
1977,Bib.Pop. Melchor Echague,1933-07-09,,6623
898,Bib.Pop. Bartolomé Mitre,1922-03-12,bibliotecapilar@yahoo.com.ar,6638
2984,Bib.Pop. Presidente Derqui,1978-01-03,,6638
3966,Bib.Pop. P.U.M.A.,2002-03-29,bibliopuma@yahoo.com.ar,6638
4250,Bib. Pop. Javier Velázquez,2007-05-15,marianoadot6@yahoo.com.ar,6638
4366,Bib.Pop. y Casa de la Cult. Estación Manzanares,2001-09-05,bibliotecamanzanares@hotmail.com,6638
4344,Bib.Pop. Palabras del Alma,2008-05-18,biblioteca.palabrasdelalma@gmail.com,6638
2887,Bib.Pop. Manuel Belgrano,1970-06-20,biblioteca@telpin.com.ar,6644
3912,Bib.Pop. de Ostende,1980-01-01,,6644
4222,Bib.Pop. Sur,1988-01-08,bibliotecapopularsur@yahoo.com.ar,6651
2158,Bib.Pop. Bernardino Rivadavia,1930-01-22,,6651
3968,Casa de la Cult. y Bib.Pop. José Hernández,1990-04-09,casadelacultura2002@yahoo.com.ar,6651
2209,Bib.Pop. Mariano Moreno,1941-07-19,,6655
1988,Mariano Moreno,1932-08-21,,6658
3969,Bib. Pop. Los Cooperarios,2000-05-02,bibliotecapopularcooperarios@yahoo.com.ar,6658
3752,Bib.Pop. de Ezpeleta Alfonsina Storni,1998-08-17,bastorni@yahoo.com.ar,6658
3878,Bib.Pop. Atahualpas,1980-01-01,,6658
98,Bib.Pop. José Manuel Estrada,1980-01-01,,6658
4311,Bib.Pop. del Río de Quilmes,2011-12-07,delriobiblioteca@yahoo.com.ar,6658
2788,Bib.Pop. Pedro Goyena,1959-08-15,bibliotecapopularpedrogoyena@yahoo.com.ar,6658
2090,Bib.Pop. de Don Bosco,1972-07-28,bibbosco@hotmail.com,6658
4156,Asoc.y Bib.Pop. Dr. Juan Martín Vilaseca,1980-01-01,bibliotecajmvilaseca@gmail.com,6658
3794,Bib.Pop. Carlos Angel González,1999-06-26,,6665
3157,Bib.Pop. Fortunato Zampa,1995-10-25,bibliozampa@hotmail.com,6665
3793,Bib.Pop. Rincón de luz,1999-05-25,,6665
2554,Bib.Pop. José Manuel Estrada,1951-08-11,,6665
4205,Ropero Comunitario y Bib. Pop. Eva Perón,2001-02-20,bibliotecaevaperon.rauch@yahoo.com.ar,6672
221,Bib.Pop. Guido y Spano,1920-03-20,bibliotecapopulargsrauch@gmail.com,6672
3697,Bib.Mun.Pop. Dr. Tomás Jofre,1980-01-01,bibliomunicipal.rivadavia@gmail.com,6679
3829,Bib.Pop. Juan Bautista Alberdi de Rojas,1932-02-28,,6686
2341,Bib. Pop. Esteban Echeverría,1946-06-29,giseafrica@yahoo.com.ar,6693
210,Bib.Pop. D.F.Sarmiento,1914-01-03,bib.sarmiento.pigue@gmail.com,6700
236,Bib.Pop. Juan Bautista Alberdi,1916-05-15,biblioteca_jbalberdi@yahoo.com.ar,6700
262,Bib.Pop. Juan Bautista Alberdi,1942-11-22,,6700
2428,Bib.Pop.Mun. Bartolomé Mitre,1980-01-01,,6707
4127,Bib.Pop. Renacer,1980-01-01,renacer465adulce@hotmail.com.ar,6714
233,Bib.Pop. Dr. Tristán G. Lobos,1901-09-14,,6714
232,Bib.Pop. Alberdi,1980-01-01,,6728
230,Bib.Pop. Belgrano,2006-11-06,rot14@hotmail.com,6735
2815,Bib.Pop. Mariano Moreno,1957-12-01,bmarianomoreno@yahoo.com.ar,6735
2115,Bib.Pop. Bernardino Rivadavia,1940-07-28,,6742
3403,Bib.Pop. D.F.Sarmiento,1980-01-01,,6742
4031,Bib.Pop. La Casa de las palabras,2001-11-16,,6749
4030,Bib.Pop. Dra. Alicia Moreau de Justo,2000-10-10,,6749
3743,Bib.Pop.y Soc.Fom. Santa Genoveva,1980-01-01,,6749
231,Bib.Pop. Juan N. Madero,,noticiasmadero@gmail.com,6749
2022,Bib.Pop. Rómulo S. Naón,1939-01-14,bpromulonaon@gmail.com,6749
3790,Bib. Pop. de San Fernando Leopoldo Murcho,1980-01-01,,6749
3659,Bib.Pop. Delta del Paraná (Bibliolancha,1997-11-14,,6749
4188,Bib.Pop. Cava Joven,1980-01-01,bpcavajoven@yahoo.com.ar,6756
192,Bib.Pop. Bernardino Rivadavia,1913-07-28,,6756
3866,Bib.Pop. La Calabria Popular,1980-01-01,,6756
3060,Bib.Pop. Club de madres de B.Sauce,1980-01-01,,6756
4061,Bib.Pop.y Ctro. Cultural de Beccar,1982-05-23,,6756
223,Bib.Pop. Juan M. de Pueyrredón,,,6756
3690,Bib.Pop. de la Ribera,1980-01-01,,6756
3644,Bib.Pop. Hist. E. I. Munzon,1996-07-08,bphmunzon@hotmail.com,6760
3658,Bib.Pop.y C.Rec. Entre todos,1995-08-26,bibliotecaentretodos@yahoo.com.ar,6760
125,Bib.Pop.Mun. D.F.Sarmiento,1913-06-13,bibliotecadfs@hotmail.com,6760
4212,Bib.Pop. y Cen. Recr. El faro,1980-01-01,bpelfaro@gmail.com,6760
2691,Bib.Pop. Rafael de Aguiar,1947-04-24,,6763
4116,Bib. Pop. Barrio del Carmen,2000-07-07,bibdelcarmen709@gmail.com,6763
1228,Bib.Pop. D.F.Sarmiento,1927-04-28,bibliotecadfsarmiento@gmail.com,6770
226,Bib.Pop. Rafael Obligado,,,6770
997,Bib.Pop. D.F.Sarmiento,1923-04-08,bpsarkorn@yahoo.com.ar,6778
1921,Bib.Pop. Bartolomé Mitre,1936-05-03,,6778
1502,Bib.Pop.y Museo José Manuel Estrada,1930-09-26,bibliotecaymuseo@yahoo.com.ar,6784
3802,Bib.Pop. Paula Albarracín de Sarmiento,1998-07-18,bpalbarracin@yahoo.com.ar,6791
3075,Bib.Pop. Juan L. Vatuone,1984-07-15,tcdehesa@yahoo.com.ar,6791
3010,Bib.Pop. Ernesto Valor,1978-09-20,biblioteca_valor@hotmail.com,6791
1194,Bib.Pop. Juan Antonio Salceda,1919-06-06,,6791
3001,Biblioteca Popular Sarmiento- Villa Italia- Tandil,1980-01-01,bibliotecasarmiento1940@yahoo.com.ar,6791
240,Bib.Pop. Bernardino Rivadavia,1908-06-21,bpbrtandil@hotmail.com,6791
238,Bib.Pop. Juan Bautista Alberdi,1916-05-26,bibliotecajbalberdi@yahoo.com.ar,6791
3906,Bib.Pop. Bepo Ghezzi,1999-12-04,bibliotecaghezzi@gmail.com,6791
4132,Bib. Pop. de las Mujeres,1980-01-01,,6791
4367,Bib.Pop. La Vieja Escuela,2011-09-24,biblioviejaescuela@gmail.com,6791
1627,Bib.Pop. José Ingenieros,1932-06-01,,6791
4230,Bib. Pop. Martín Fierro,1980-01-01,,6791
3945,Bib.Pop. Monseñor Luis J. Actis,1995-11-17,,6791
3302,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,1988-05-15,,6791
3173,Bib.Pop.Mun. José Hernández,1980-01-01,biblio@tapalque.mun.gba.gov.ar,6798
957,Bib.Pop. D.F.Sarmiento,1916-09-16,,6805
4216,Bib.Pop. Troncos del Talar,2003-08-02,bibliotroncos@yahoo.com.ar,6805
4319,Bib.Pop. y Museo del Cine Leonardo Favio,2008-07-05,,6805
3650,Bib. Pop. Unión de Educ. de Tigre,1980-01-01,,6805
2863,Bib.Pop. Juan José Castelli,1969-04-18,,6805
3318,Bib.Pop.y C.Cult. El talar,1992-05-20,bibliotecaeltalar@yahoo.com.ar,6805
3689,Bib.Pop. José Ingenieros,1993-09-25,bpjingenieros@hotmail.com,6805
4005,Bib. Pop. Mariano Moreno,1980-01-01,bibliotecammoreno@hotmail.com,6805
4352,Bib. Pop. Seamos Libres,2014-10-07,bpseamoslibres@yahoo.com,6805
4292,Ctro. Cult. Com. y Bib. Pop. Caraguatá,2008-03-27,comunitariocaraguata@yahoo.com.ar,6805
3050,Bib.Pop. Ricardo Güiraldes,1985-06-05,biblios@netben.com.ar,6805
3768,Bib.Pop. Lopez Camelo,1999-03-03,,6805
3475,Bib.Pop. Ricardo Rojas,1996-10-10,,6805
3770,Bib.Mun.Pop. José Manuel Estrada,1980-01-01,,6812
3262,Bib.Pop. Gral. San Martín,1980-01-01,bibliotecasaldungaray@gmail.com,6819
3296,Bib.Pop. Mariano Moreno,1993-10-18,labibliomoreno@gmail.com,6819
966,Bib.Pop. Ernesto Tornquist,1917-04-01,bibliotecatornquist@yahoo.com.ar,6819
4120,Bib.Pop. Macedonio Fernández,2001-08-06,bpmacedonio@gmail.com,6819
244,Bib.Pop.Pub. Rivadavia,1903-05-17,bibliotecarivadavia_tl@yahoo.com.ar,6826
2405,Bib.Pop. Bartolomé Mitre,1937-01-01,,6826
3383,Bib.Pop. Un mundo de libros,1994-07-02,biblioretaunmuli@3net.com.ar,6833
3267,Bib.Pop. San Francisco de Bellocq,1993-09-30,bibsanfrabe@yahoo.com.ar,6833
3837,Bib.Pop. Dr. Bernardo A. Houssay,1971-08-08,bibliohoussay@yahoo.com.ar,6833
3616,Bib.Pop. Almafuerte,1963-03-13,,6833
259,Bib.Pop. D.F.Sarmiento,,bibsarmiento@3net.com.ar,6833
1388,Bib.Pop. José Ingenieros,1930-05-10,marialemorcillo@gmail.com,6833
4221,Bib. Pop. La tranquera,1980-01-01,bibliotecalatranquera@hotmail.com,6833
4348,Bib.Pop. Hugo Delgiorgio,2006-07-08,bibliotecahdelgiorgio@gmail.com,6833
4017,Bib.Pop. Luz y Cultura,1935-05-02,biblioluzycultura@hotmail.com,6833
1299,Bib.Pop.Pub. Amigos del libro,1927-08-27,catriel_h@hotmail.com,6833
3727,Bib.Pop. 15 de Agosto,1997-08-15,biblo15deagosto@hotmail.com,6840
115,Bib.Pop. Juan Bautista Alberdi,1914-04-03,bpalberdi@yahoo.com.ar,6840
2711,Bib.Pop. José Ingenieros,1925-02-11,biblioteca_jose_ingenieros@yahoo.com.ar,6840
4020,Bib. Pop. Ciudad Jardín,2001-09-11,,6840
1191,Inst.y Bib.Pop. Almafuerte,1926-10-12,biblioalmafuerte@hotmail.com,6840
860,Asoc.Cultural y Bib.Pop. Mariano Moreno,1920-11-11,bpmoreno@hotmail.com,6840
1028,Bib.Pop. Bartolomé Mitre,1921-07-24,lamitredecaseros@gmail.com,6840
2275,Bib. Pop. Patria y labor,1944-01-02,bibitalar@hotmail.com,6840
4193,Bib.Pop. General San Martín,1946-03-20,bibpopsanmartin@gmail.com,6840
2107,Bib.Pop. Bernardino Rivadavia,1939-09-29,,6847
938,Comité Cultural y Biblioteca Juan Francisco Ibarra,1922-10-02,,6854
3830,Bib.Pop. Bernardo Delom,1958-07-15,bibliotecapopularbdelom@yahoo.com.ar,6861
1019,Bib.Pop. Vicente López y Planes,1921-10-09,,6861
3880,Bib.Pop. Nora Bombelli,1999-10-16,,6861
2928,Bib.Pop. Leon Adolfo Vienni,1975-04-29,,6861
4210,Bib. Pop. Sudestada,2008-04-21,bpsudestada@yahoo.com.ar,6861
4129,Bib.Pop. Arandú,1980-01-01,bibliotecapopulararandu@hotmail.com,6861
2954,Bib.Pop. Rafael Obligado,1975-12-28,,6868
4195,Asoc.de Fomento Atlantica y Biblioteca Popular,1980-01-01,,6868
2040,Bib.Pop. Bartolomé Mitre,1939-04-24,bbcamitre@yahoo.com.ar,6875
3648,Bib.Pop. Argerich,1997-03-15,,6875
3254,Bib.Pop. Hilario Ascasubi,1982-06-20,bibliotecaascasubi2019@gmail.com,6875
3797,Bib.Pop.Esc. Cervantes,1967-07-15,,6875
914,Bib.Pop. D.F.Sarmiento,1922-01-17,cpcultura@hotmail.com,6882
3871,Bib.Pop. Juventudes Ambateñas,1980-01-01,,10007
729,Bib.Pop. D.F.Sarmiento,,,10021
3560,Bib.Pop. Casa de la Cultura,1996-08-02,,10035
3747,Bib. Pop. Julio Ricardo Figueroa,1980-01-01,,10035
3701,Bib.Pop. Salvador B. Herrera,1980-01-01,,10035
1045,Bib.Pop. Manuel Lainez,1924-09-24,,10035
749,Bib.Pop. Obispo Esquiu,1916-04-16,,10035
730,Bib.Pop. D.F.Sarmiento,1980-01-01,bibliochum@yahoo.com.ar,10042
3526,Bib.Pop. J. M. Estrada,1980-01-01,,10042
740,Bib.Pop. José M. Ramos Mejia,1912-02-22,,10042
3494,Bib.Pop. del Valle,1995-11-23,,10042
3712,Bib.Pop. San Luis Gonzaga,1980-01-01,,10049
2365,Bib.Pop. Manuel Ponferrada,1942-08-31,,10049
3655,Bib.Pop. E. H. Mateo de Barros,1980-01-01,,10049
3660,Bib.Pop. Eulalia A. de Vildoza,1997-10-23,,10049
3541,Bib.Pop. F. E. Casillo,1980-01-01,,10056
3017,Bib.Pop. María de las Nieves Medina,1979-08-13,,10063
2991,Bib.Pop. Esquiu,1979-04-20,bibliotecaesquiu2991@yahoo.com.ar,10063
2958,Bib.Pop. Alfonso de Jesús Robles,1965-03-20,bibpop-lacarrera@yahoo.com.ar,10063
3579,Bib.Pop. San Roque,1980-01-01,,10063
3653,Bib.Pop. Julio Pascual Robin,1980-01-01,,10070
2850,Bib.Pop. Juana R. Ahumada,1980-01-01,,10070
3542,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,1996-10-15,,10077
1020,Bib.Pop. Rafael Castillo,1921-11-02,,10077
3471,Bib.Pop. Pbro. Ramón Rosa Barros,1992-10-19,,10084
862,Bib.Pop. Carlos Guido Spano,1918-08-18,,10084
4272,Biblioteca Popular Dr. Adán Quiroga,2007-11-16,,10084
742,Bib.Pop. Rafael Castillo,1912-10-28,,10091
1377,Bib.Pop. Florentino Ameghino,1928-09-23,,10091
3469,Bib.Pop. Luis Leopoldo Franco,1980-01-01,bibliotecapopularfranco@hotmail.com,10098
3630,Bib.Pop. Los Altos,1997-09-21,,10098
3654,Bib.Pop. Santa Rosa de Lima,1997-03-15,bibliotecasantarosa@yahoo.com.ar,10098
1053,Bib.Pop. Dr. A. del Pino,1924-07-24,,10105
3554,Bib.Mun.Pop. El motimo,1980-01-01,,10112
2967,Bib.Pop. Segundo N. Herrera,1980-01-01,bibliotecapopularsumalao@hotmail.com,10112
3493,Bib. Pop. Dr. Ramón S. Castillo,1995-12-15,,10112
3577,Bib.Pop. Pedro Salomon Chade,1980-01-01,,10112
3769,Bib.Pop. Dr. Manuel Belgrano,1998-11-07,biblio.vgb@gmail.com,14007
2768,Bib.Pop. Almafuerte,1959-05-17,,14007
4346,Bib. Pop. Restituta Albarracín de González,2011-08-20,bibliotecapopularlosreartes@gmail.com,14007
3645,Bib.Pop. Ricardo Rojas,1998-03-30,bibliotecarojas@yahoo.com.ar,14007
3904,Bib.Pop. Rvdo. Félix Enrique,2000-08-29,bibliopopularf.enrique@hotmail.com,14007
4347,Bib.Pop. de Embalse Teresa Sul,2013-10-30,,14007
2776,Bib.Pop. y Ctro. de Ajedrez Los Amigos de la Cult.,1959-04-12,biblioteca_lac@hotmail.com,14014
2949,Bib.Pop. Joaquín V. González,1969-11-18,,14014
3042,Bib.Pop. y Ctro Juvenil Malvinas argentinas,1980-11-15,bibliotecamalvinasargentinas@hotmail.com,14014
4351,Bib. Pop. Casa del Pueblo,2012-05-05,bibliotecacasadelpueblo@gmail.com,14014
4286,B.P. Libertad por la Integración Latinoamericana,2007-10-08,bibliotecapopularlibertad@yahoo.com.ar,14014
4322,Bib.Pop. del Bicentenario,2010-09-06,bpbinaudi@gmail.com,14014
3789,Bib.Pub.Pop. Nuevo milenio,1980-01-01,,14014
3905,Bib. Pop. Mi jardín,1990-08-17,bibpopmijardin@gmail.com,14014
2257,Bib.Pop. Luis J. de Tejeda,1944-12-17,bibliotecatejeda@hotmail.com,14014
534,Bib.Pop. Vélez Sársfield,1909-05-11,,14014
870,Bib.Pop. Alberdi,1911-09-11,biblialberdi@yahoo.com.ar,14014
3127,Bib.Pop. Teniente B .Matienzo,1980-01-01,nuevabibliomatienzo@hotmail.com,14014
3707,Bib. Pop. República Argentina,1995-07-16,bpra3707@gmail.com,14014
3845,Bib.Pop. Alfonsina Storni,1999-08-01,biblioalfonsinastorni@gmail.com,14014
3218,Bib.Pop. de B.Vista y Fund. P. Milesi,1988-11-28,,14014
3572,Bib. Pop. Barrio Talleres,1986-08-02,bibliotecapopularhugowast@yahoo.com.ar,14014
4028,Bib.Pop. Atahualpa,1980-01-01,bpatahualpa@hotmail.com,14014
4309,Bib.Pop. Madre Teresa de Calcuta de Bo. Parque Lic,2007-12-11,bibliopopmadretc@yahoo.com.ar,14014
4243,Bib.Pop. Julio Cortázar,1980-01-01,bibliotecacortazarcba@yahoo.com.ar,14014
4245,Bib. Pop.  María Saleme,2005-05-26,bibpopmsaleme@yahoo.com.ar,14014
547,Bib.Pop. D.F.Sarmiento,1912-07-12,,14021
1659,Bib.Pop. La Bicicleta,1932-05-18,bibliotecapopularlabicicleta@gmail.com,14021
2924,Bib.Pop. D.F.Sarmiento,1942-12-05,,14021
4203,Bib.Pop. Cdr. Enrique Carlos Aragón King,1980-01-01,bibliotecaragonking@yahoo.com.ar,14021
2157,Bib.Pop. D.F.Sarmiento,1942-10-03,,14021
4383,Bib.Pop. Sayana Ctro Cult. El Talar,2009-04-01,sayanacentroculturaleltalar@hotmail.com,14021
3665,Bib.Pub.Mun.Pop. Libro abierto,1980-01-01,,14021
4277,Bib.Pop. Cawana,2009-01-16,bibliocawana@gmail.com,14021
4290,Bib.Pop. y Ctro Cult. Dumesnil,2010-08-17,bping.dumesnil@hotmail.com,14021
2045,Bib.Pop. Mariano Moreno,1918-07-23,,14021
4312,Bib.Pop. Jorge Luis Borges- La Puerta,2006-11-29,bpjlborgeslapuerta@hotmail.com,14021
539,Bib.Pop. Jorge Newbery,1917-05-01,,14028
545,Bib.Pop. D.F.Sarmiento,1919-10-22,b.sarmiento@hotmail.com,14035
4398,Bib. Pop. Rosario Vera Peñaloza,2022-03-21,bibliotecavillavaleria@gmail.com,14035
2021,Bib.Pop. D.F.Sarmiento,1937-06-27,bpjovita@jovitacoop.com.ar,14035
3772,Bib.Pub.Mun.Pop. Nuestra Señora de Luján,1998-06-22,,14035
4037,Bib. Pop. del Campillo,1984-05-14,bpdelcampillo@delcampillocoop.com.ar,14035
543,Bib.Pop. D.F.Sarmiento,1916-05-05,,14042
3691,Bib.Pop. Luis Roberto Altamira,1997-05-24,biblioteca_altamira@hotmail.com,14042
582,Bib.Pop. Esteban Echeverría,1919-04-09,,14042
3723,Bib. Pop. José Hernández,1980-01-01,bpjhernandez@hotmail.com,14042
3031,Bib.Pop. Dr. Raúl Scalabrini Ortíz,1984-03-30,,14042
567,Bib.Pop. Bernardino Rivadavia,1904-09-25,secretaria_gral@bibliotecarivadavia.edu.ar,14042
2406,Bib. Pop. Mun. Mariano Moreno,1942-12-19,biblioteca.marianomoreno@villamaria.gob.ar,14042
2162,Bib.Pop. D.F.Sarmiento,1938-09-11,,14042
1403,Bib.Pop. Mariano Moreno,1929-11-03,bibliotecamm2013@gmail.com,14049
1872,Bib.Pop. José Ingenieros,1933-02-06,bjingenieros@intinet.com.ar,14049
3782,Bib.Pop. Dr. Mota Capdevila,1999-06-10,,14056
3595,Biblioteca Popular Walter Viglione,1997-11-23,bibliopopcarnerillo@yahoo.com.ar,14056
2615,Bib.Pop. Jerónimo L. de Cabrera,1951-04-26,bibpopjlc@yahoo.com.ar,14056
3593,Bib.Pop. Isla Verde,1980-01-01,bipop3593@hotmail.com,14063
2858,Bib.Pop. San Martín,1918-03-18,,14063
1758,Bib.Pop. Juan Benitz,1917-10-07,juanbenitzbiblioteca@gmail.com,14063
3592,Bib.  Pop. Lidia Cesanelli,1980-01-01,bibliotecapopularlidiacesanelli@yahoo.com.ar,14063
3139,Bib.Pop. Club A.y Mut.Arg.,1980-01-01,,14063
2197,Ctro. Social Cultural y Bib.Pop.,1939-09-26,,14063
2321,Bib.Pop.Pub.Mun. Ermes Desio,1918-01-01,bibliotecacdb@yahoo.com,14063
2424,Bib.Pop. Mariano Moreno,1949-05-25,,14063
3915,Bib.Pop.Esc. D.F.Sarmiento,1996-06-23,,14063
4014,Bib.Pop. Teresa B. de Lancestremere,1980-01-01,,14063
2884,Bib.Pop. Teresita Lucchini,1967-05-06,,14063
549,Bib.Pop. Juan Bautista Alberdi,1913-10-12,,14084
